ID,User_ID,Batch_ID,Sample_ID,Measurement_Date-Time,Isc_(A),Voc_(V),Imp_(A),Vmp_(V),Pmp_(W),FF_(percent),Efficiency_(percent),Rsh_(ohm),Rs_(ohm),Jsc_(A/cm2),Voc_(V/cell),Jmp_(A/cm2),Vmp_(V/cell),Pmp_(W/cm2),Cell_Efficiency_(percent),Rsh_(ohm-cm2),Rs_(ohm-cm2),ILoad_(A),VLoad_(V),FFLoad_(percent),PLoad_(W),EffLoad_(percent),RsLoad_(ohm),JLoad_(A/cm2),VLoad_(V/cell),PLoad_(W/cm2),Cell_EffLoad_(percent),RsLoad_(ohm-cm2),Rs_Modulation_(ohm-cm2),Measured_Temperature_(C),Total_Test_Time_(s),pJmp_(A/cm2),pVmp_(V/cell),pPmp_(W/cm2),pFF_(percent),pEfficiency_(percent),n_at_1_sun,n_at_ 1/10_suns,Jo1_(A/cm2),Jo2_(A/cm2),Jo_(fA/cm2),Est_Bulk_Lifetime_(us),BRR_(Hz),Lifetime_at_Vmp_(us),Doping_(cm-3),Measured_Resistivity_(Ohm-cm),Lifetime_Fit_R2,Max_Intensity_(suns),Intensity_@_flash_cutoff_(suns),V_at_Isc_(V),dV/dt,V_Pad_0_(V),V_Pad_1_(V),V_Pad_2_(V),V_Pad_3_(V),V_Pad_4_(V),dBreak_(A),dBreak_(V),Capacitance_(uF/cm2),Capacitance_Error_(percent),Pm/Pe,BulkSRH_AND_Jo_Power_Loss_(percent),BulkSRH_Power_Loss_(percent),Jo_Power_Loss_(percent),Rs_Power_Loss_(percent),Rsh_Power_Loss_(percent),Dark_Break_Interpolated,Calibration,Resistivity_(ohm-cm),Analysis_Resistivity_(ohm-cm),Sample_Type,Thickness_(cm),Cell_Area_(cm2),Total_Area_(cm2),Number_of_Cells_per_String,Number_of_Strings,Temperature_(C),Intensity_(suns),Analysis_Type,Nominal_Load_Voltage_(mV/cell),Rs_Modulation_Target_(ohm-cm2),Reference_Constant_(V/sun),Voltage_Temperature_Coefficient_(mV/C),Temperature_Offset_(C),Power_per_Sun_(W/m2),Conductivity_Modulation_(ohm-cm2/V),Auger_Coefficient,Auger_Method,Band_Gap_Narrowing,Fit_Method,Carrier_Density_Center_Point_(cm-3),Percent_Fit,Lower_Bound_(cm-3),Upper_Bound_(cm-3),Rsh_Lifetime_Correction,Rsh_Measurement_Method,SunsVoc_Rsh_Voltage_(V),Do_Dark_Break_Measurement,Temperature_Measurement_Method,Number_of_dRsh_Points,dRsh_Output_Vlimit_(V),Current_Transfer,Voltage_Transfer,Temperature_Transfer,Final_Bin,Bin_Index,Tester_ID,Do_Doping_Measurement,Doping_Sample_Time_(us),Doping_Measurement_Length_(us),Measurement_Type,Comments,Measurement_Date-Time_String,Software Version,Recipe_Filename,EL Pulse Current Delivered (Coulombs),Forward Dark IV (V),Forward Dark IV (A),Forward Dark IV Interpolated?,EL Pulse Energy Delivered (J),Doping Calibration Factor (V/sun)
34,"aba","UNCC-8","V8-T10--325ipm-760-LA-Next Day","10/23/20 10:54:59",3.671566,0.673004,2.240976,0.365619,0.819343,33.15862,3.37178,50.820393,0.125608,0.015109,0.673004,0.009221999999999999,0.365619,0.003372,3.37178,12349.355546,30.522848,2.240976,0.365619,33.15862,0.819343,3.37178,0.125608,0.009221999999999999,0.365619,0.003372,3.37178,30.522848,26.670887,25.055105,14.695841,0.014391,0.5884200000000001,0.008468,83.278007,8.468239000000001,1.073824,1.094761,6.231084e-14,1.490651e-09,43.853358,1506.92327,663.603794,539.928723,4723313000000000,1.100752,0.98595,1.126782,0.833124,-0.035432,20.473442,0.365619,,,,,,,103.799779,3.327362,0.792692,39.465487,14.054655,25.410832,43.497977,0.346805,"False","False",3,3,"p-type",0.018,243,243,1,1,25,1,"Generalized",540,37.932706,0.281289,2.2,0,1000,412.199752,1.66e-30,"Sinton","OFF","Center Point",3000000000000000,30,2000000000000000,4000000000000000,"OFF","Dark Rsh (Cell only)",0.4,"False","RTD (Internal)",2,10,-0.05,1,0.01,"A",0,"16-131484","True",0,0,"Hunt",,"10/23/20 10:54:59","MultiFlash v1.49","Default.mfi",,,,"False",,0.199584
35,"aba","UNCC-8","V8-31--325ipm-760-LA-Next Day","10/23/20 11:00:00",2.637769,0.665192,0.783716,0.487227,0.381848,21.762369,1.57139,35.464508,0.213924,0.010855,0.665192,0.003225,0.487227,0.001571,1.57139,8617.875349,51.983488,0.783716,0.487227,21.762369,0.381848,1.57139,0.213924,0.003225,0.487227,0.001571,1.57139,51.983488,42.013878,25.010153,15.369879,0.010318,0.5795670000000001,0.00598,82.820564,5.980203,1.14275,1.11959,6.129409000000001e-14,1.626112e-09,-47.522715,286.33599,3492.400652,535.304751,4723313000000000,1.197158,0.483895,1.116994,0.832085,-0.044769,29.480723,0.487227,,,,,,,128.851072,27.945664,0.899053,70.726314,,,25.600358,0.700056,"False","False",3,3,"p-type",0.018,243,243,1,1,25,1,"Generalized",540,51.849333,0.281289,2.2,0,1000,,1.66e-30,"Sinton","OFF","Center Point",3000000000000000,30,2000000000000000,4000000000000000,"OFF","Dark Rsh (Cell only)",0.4,"False","RTD (Internal)",2,10,-0.05,1,0.01,"A",0,"16-131484","True",0,0,"Hunt",,"10/23/20 11:00:00","MultiFlash v1.49","Default.mfi",,,,"False",,0.199584
36,"aba","UNCC-8","V8-71--312ipm-760-LA-Next Day","10/23/20 11:08:26",1.471724,0.646679,0.392587,0.470164,0.18458,19.394134,0.759589,91.97821500000001,0.432398,0.006056,0.646679,0.001616,0.470164,0.00076,0.759589,22350.706176,105.072656,0.392587,0.470164,19.394134,0.18458,0.759589,0.432398,0.001616,0.470164,0.00076,0.759589,105.072656,95.84200300000001,25.014649,15.469885,0.005774,0.573219,0.00331,84.501412,3.309577,0.835309,1.00703,6.033048999999999e-14,9.999999999999999e-12,,,,562.7725809999999,4723313000000000,1.458096,,1.109736,0.831341,-0.059967,41.472061,0.470164,,,,,,,84.15215999999999,20.814187,0.874671,73.957542,,,26.528492,0.47273,"False","False",3,3,"p-type",0.018,243,243,1,1,25,1,"Generalized",540,108.649187,0.281289,2.2,0,1000,,1.66e-30,"Sinton","OFF","Center Point",3000000000000000,30,2000000000000000,4000000000000000,"OFF","Dark Rsh (Cell only)",0.4,"False","RTD (Internal)",2,10,-0.05,1,0.01,"A",0,"16-131484","True",0,0,"Hunt",,"10/23/20 11:08:26","MultiFlash v1.49","Default.mfi",,,,"False",,0.199584
37,"aba","UNCC-8","V8-32--300ipm-760-LA","10/23/20 11:30:40",8.768597,0.678025,6.683114,0.479382,3.203765,53.887085,13.184217,27.514739,0.02413,0.036085,0.678025,0.027503,0.479382,0.013184,13.184217,6686.081544,5.86364,6.683114,0.479382,53.887085,3.203765,13.184217,0.02413,0.027503,0.479382,0.013184,13.184217,5.86364,6.6052,25.055105,14.380822,0.034426,0.595957,0.020516,83.854562,20.516172,0.991518,1.063363,1.198672e-13,1.653628e-09,127.389495,-12803.156452,-78.105739,298.588947,4723313000000000,1.048773,0.999947,1.104449,0.834352,-0.004959,17.521985,0.479382,,,,,,,86.002093,-0.615049,0.828217,23.97684,,,25.172714,0.265536,"False","False",3,3,"p-type",0.018,243,243,1,1,25,1,"Generalized",540,8.390719000000001,0.281289,2.2,0,1000,61.421315,1.66e-30,"Sinton","OFF","Center Point",3000000000000000,30,2000000000000000,4000000000000000,"OFF","Dark Rsh (Cell only)",0.4,"False","RTD (Internal)",2,10,-0.05,1,0.01,"A",0,"16-131484","True",0,0,"Hunt",,"10/23/20 11:30:40","MultiFlash v1.49","Default.mfi",,,,"False",,0.199584
38,"aba","UNCC-8","V8-33--300ipm-760-LA","10/23/20 11:45:07",6.295763,0.669353,3.85,0.352707,1.357921,32.223335,5.58815,27.80533,0.075618,0.025908,0.669353,0.015844,0.352707,0.005588,5.58815,6756.695085,18.375174,3.85,0.352707,32.223335,1.357921,5.58815,0.075618,0.015844,0.352707,0.005588,5.58815,18.375174,16.625964,25.059601,14.374823,0.024666,0.585983,0.014454,83.346366,14.453874,1.045025,1.08772,1.210286e-13,2.450674e-09,98.175178,1092.827394,915.057589,282.870831,4723313000000000,1.148468,0.99803,1.072446,0.813622,-0.017567,18.514559,0.352707,,,,,,,94.467057,1.161503,0.900946,39.360544,10.148794,29.211749,45.218184,0.367789,"False","False",3,3,"p-type",0.018,243,243,1,1,25,1,"Generalized",540,21.079499,0.281289,2.2,0,1000,93.00835499999999,1.66e-30,"Sinton","OFF","Center Point",3000000000000000,30,2000000000000000,4000000000000000,"OFF","Dark Rsh (Cell only)",0.4,"False","RTD (Internal)",2,10,-0.05,1,0.01,"A",0,"16-131484","True",0,0,"Hunt",,"10/23/20 11:45:07","MultiFlash v1.49","Default.mfi",,,,"False",,0.199584
39,"aba","UNCC-8","V8-33--300ipm-760-LA","10/23/20 11:50:45",9.435445,0.6564759999999999,8.495091,0.529772,4.500462,72.656695,18.520419,30.997875,0.00695,0.038829,0.6564759999999999,0.034959,0.529772,0.01852,18.520419,7532.483581,1.688951,8.495091,0.529772,72.656695,4.500462,18.520419,0.00695,0.034959,0.529772,0.01852,18.520419,1.688951,1.950267,24.969697,15.485886,0.036386,0.5725170000000001,0.020831,81.72278900000001,20.831395,1.059576,1.325604,2.328217e-13,1.92495e-08,,,,101.914651,4723313000000000,1.312579,,1.106986,0.831865,-0.002286,6.227358,0.529772,,,,,,,14.881496,-0.035519,0.970164,10.030384,,,10.027641,0.201319,"False","False",3,3,"p-type",0.018,243,243,1,1,25,1,"Generalized",540,1.869363,0.281289,2.2,0,1000,8.311120000000001,1.66e-30,"Sinton","OFF","Center Point",3000000000000000,30,2000000000000000,4000000000000000,"OFF","Dark Rsh (Cell only)",0.4,"False","RTD (Internal)",2,10,-0.05,1,0.01,"A",0,"16-131484","True",0,0,"Hunt",,"10/23/20 11:50:45","MultiFlash v1.49","Default.mfi",,,,"False",,0.199584
40,"aba","UNCC-8","V8-33--287ipm-760-LA","10/23/20 12:12:15",9.184894999999999,0.668478,7.316743,0.509502,3.727892,60.715864,15.34112,10.361596,0.016168,0.037798,0.668478,0.03011,0.509502,0.015341,15.34112,2517.867937,3.928864,7.316743,0.509502,60.715864,3.727892,15.34112,0.016168,0.03011,0.509502,0.015341,15.34112,3.928864,5.493175,25.001163,15.101864,0.035878,0.588387,0.02111,83.548877,21.110353,0.963406,1.109318,1.695381e-13,3.381928e-09,217.168583,-1160.560083,-861.652934,214.552335,4723313000000000,1.150981,0.999663,1.107677,0.831022,-0.003408,18.400979,0.509502,,,,,,,57.802419,-1.005947,0.857274,20.483338,,,18.843316,0.65966,"False","False",3,3,"p-type",0.018,243,243,1,1,25,1,"Generalized",540,5.794594,0.281289,2.2,0,1000,45.3623,1.66e-30,"Sinton","OFF","Center Point",3000000000000000,30,2000000000000000,4000000000000000,"OFF","Dark Rsh (Cell only)",0.4,"False","RTD (Internal)",2,10,-0.05,1,0.01,"A",0,"16-131484","True",0,0,"Hunt",,"10/23/20 12:12:15","MultiFlash v1.49","Default.mfi",,,,"False",,0.199584
41,"aba","UNCC-8","V8-26--287ipm-760-LA","10/23/20 12:20:19",9.181288,0.656488,7.524334,0.507007,3.814887,63.292347,15.699124,26.265121,0.013808,0.037783,0.656488,0.030964,0.507007,0.015699,15.699124,6382.424417,3.355334,7.524334,0.507007,63.292347,3.814887,15.699124,0.013808,0.030964,0.507007,0.015699,15.699124,3.355334,4.778358,24.938231,15.527888,0.035857,0.5747409999999999,0.020608,83.084444,20.608384,1.035209,1.111605,2.777661e-13,5.826439e-09,,,,131.894192,4723313000000000,1.318888,,1.114554,0.8315630000000001,-0.003353,16.011978,0.507007,,,,,,,32.856224,-0.505981,0.879427,18.162813,,,17.006923,0.253331,"False","False",3,3,"p-type",0.018,243,243,1,1,25,1,"Generalized",540,4.798957,0.281289,2.2,0,1000,36.908356,1.66e-30,"Sinton","OFF","Center Point",3000000000000000,30,2000000000000000,4000000000000000,"OFF","Dark Rsh (Cell only)",0.4,"False","RTD (Internal)",2,10,-0.05,1,0.01,"A",0,"16-131484","True",0,0,"Hunt",,"10/23/20 12:20:19","MultiFlash v1.49","Default.mfi",,,,"False",,0.199584
42,"aba","UNCC-8","V8-72--287ipm-760-LA","10/23/20 12:29:51",8.610480000000001,0.666898,6.652008,0.448889,2.986011,52.000158,12.288112,26.974657,0.026992,0.035434,0.666898,0.027375,0.448889,0.012288,12.288112,6554.841668,6.558953,6.652008,0.448889,52.000158,2.986011,12.288112,0.026992,0.027375,0.448889,0.012288,12.288112,6.558953,7.04081,24.983182,14.49883,0.033754,0.585606,0.019766,83.64649300000001,19.766431,0.994445,1.067202,1.794542e-13,2.28911e-09,177.734758,2576.676214,388.09688,209.49918,4723313000000000,1.173452,0.997526,1.129565,0.839909,-0.005894,19.450854,0.448889,,,,,,,58.99382,-0.286732,0.848383,23.09088,1.860489,21.230392,28.571646,0.270569,"False","False",3,3,"p-type",0.018,243,243,1,1,25,1,"Generalized",540,8.711527,0.281289,2.2,0,1000,51.479663,1.66e-30,"Sinton","OFF","Center Point",3000000000000000,30,2000000000000000,4000000000000000,"OFF","Dark Rsh (Cell only)",0.4,"False","RTD (Internal)",2,10,-0.05,1,0.01,"A",0,"16-131484","True",0,0,"Hunt",,"10/23/20 12:29:51","MultiFlash v1.49","Default.mfi",,,,"False",,0.199584
43,"aba","UNCC-8","V8-72--287ipm-760-LA","10/23/20 12:31:24",8.588718999999999,0.667279,6.583716,0.441848,2.909004,50.758496,11.971211,27.06164,0.028472,0.035345,0.667279,0.027093,0.441848,0.011971,11.971211,6575.97858,6.918776,6.583716,0.441848,50.758496,2.909004,11.971211,0.028472,0.027093,0.441848,0.011971,11.971211,6.918776,7.292387,24.974192,14.485828,0.033673,0.585603,0.019719,83.608912,19.718864,1.00148,1.071105,1.770984e-13,2.38433e-09,177.068731,3154.549262,317.002499,210.583573,4723313000000000,1.167359,0.9981179999999999,1.107308,0.842186,-0.006449,17.939674,0.441848,,,,,,,60.644528,-0.20576,0.848035,23.501261,1.570364,21.930897,29.787294,0.270755,"False","False",3,3,"p-type",0.018,243,243,1,1,25,1,"Generalized",540,9.21475,0.281289,2.2,0,1000,51.823757,1.66e-30,"Sinton","OFF","Center Point",3000000000000000,30,2000000000000000,4000000000000000,"OFF","Dark Rsh (Cell only)",0.4,"False","RTD (Internal)",2,10,-0.05,1,0.01,"A",0,"16-131484","True",0,0,"Hunt",,"10/23/20 12:31:24","MultiFlash v1.49","Default.mfi",,,,"False",,0.199584
