ID,User_ID,Batch_ID,Sample_ID,Measurement_Date-Time,Isc_(A),Voc_(V),Imp_(A),Vmp_(V),Pmp_(W),FF_(percent),Efficiency_(percent),Rsh_(ohm),Rs_(ohm),Jsc_(A/cm2),Voc_(V/cell),Jmp_(A/cm2),Vmp_(V/cell),Pmp_(W/cm2),Cell_Efficiency_(percent),Rsh_(ohm-cm2),Rs_(ohm-cm2),ILoad_(A),VLoad_(V),FFLoad_(percent),PLoad_(W),EffLoad_(percent),RsLoad_(ohm),JLoad_(A/cm2),VLoad_(V/cell),PLoad_(W/cm2),Cell_EffLoad_(percent),RsLoad_(ohm-cm2),Rs_Modulation_(ohm-cm2),Measured_Temperature_(C),Total_Test_Time_(s),pJmp_(A/cm2),pVmp_(V/cell),pPmp_(W/cm2),pFF_(percent),pEfficiency_(percent),n_at_1_sun,n_at_ 1/10_suns,Jo1_(A/cm2),Jo2_(A/cm2),Jo_(fA/cm2),Est_Bulk_Lifetime_(us),BRR_(Hz),Lifetime_at_Vmp_(us),Doping_(cm-3),Measured_Resistivity_(Ohm-cm),Lifetime_Fit_R2,Max_Intensity_(suns),Intensity_@_flash_cutoff_(suns),V_at_Isc_(V),dV/dt,V_Pad_0_(V),V_Pad_1_(V),V_Pad_2_(V),V_Pad_3_(V),V_Pad_4_(V),dBreak_(A),dBreak_(V),Capacitance_(uF/cm2),Capacitance_Error_(percent),Pm/Pe,BulkSRH_AND_Jo_Power_Loss_(percent),BulkSRH_Power_Loss_(percent),Jo_Power_Loss_(percent),Rs_Power_Loss_(percent),Rsh_Power_Loss_(percent),Dark_Break_Interpolated,Calibration,Resistivity_(ohm-cm),Analysis_Resistivity_(ohm-cm),Sample_Type,Thickness_(cm),Cell_Area_(cm2),Total_Area_(cm2),Number_of_Cells_per_String,Number_of_Strings,Temperature_(C),Intensity_(suns),Analysis_Type,Nominal_Load_Voltage_(mV/cell),Rs_Modulation_Target_(ohm-cm2),Reference_Constant_(V/sun),Voltage_Temperature_Coefficient_(mV/C),Temperature_Offset_(C),Power_per_Sun_(W/m2),Conductivity_Modulation_(ohm-cm2/V),Auger_Coefficient,Auger_Method,Band_Gap_Narrowing,Fit_Method,Carrier_Density_Center_Point_(cm-3),Percent_Fit,Lower_Bound_(cm-3),Upper_Bound_(cm-3),Rsh_Lifetime_Correction,Rsh_Measurement_Method,SunsVoc_Rsh_Voltage_(V),Do_Dark_Break_Measurement,Temperature_Measurement_Method,Number_of_dRsh_Points,dRsh_Output_Vlimit_(V),Current_Transfer,Voltage_Transfer,Temperature_Transfer,Final_Bin,Bin_Index,Tester_ID,Do_Doping_Measurement,Doping_Sample_Time_(us),Doping_Measurement_Length_(us),Measurement_Type,Comments,Measurement_Date-Time_String,Software Version,Recipe_Filename,EL Pulse Current Delivered (Coulombs),Forward Dark IV (V),Forward Dark IV (A),Forward Dark IV Interpolated?,EL Pulse Energy Delivered (J),Doping Calibration Factor (V/sun)
34,"sandra_BTF",,"V9-185-B3","03/22/21 15:20:58",8.532812,0.673083,6.115422,0.439852,2.689879,46.835136,11.069462,15.339598,0.032644,0.035114,0.673083,0.025166,0.439852,0.011069,11.069462,3727.522384,7.932379,6.115422,0.439852,46.835136,2.689879,11.069462,0.032644,0.025166,0.439852,0.011069,11.069462,7.932379,7.889135,24.987678,14.499829,0.032917,0.590881,0.01945,82.292942,19.449898,0.991789,1.327599,1.082946e-13,1.121088e-08,151.090325,-7577.324687,-131.9727,248.243583,4723313000000000,1.087441,0.999926,1.096905,0.815713,-0.006871,19.003523,0.439852,,,,,,,83.059956,0.034535,0.809482,28.495735,,,31.218127,0.488564,"False","False",3,3,"p-type",0.018,243,243,1,1,25,1,"Generalized",540,10.562435,0.284941,2.2,0,1000,80.61979700000001,1.66e-30,"Sinton","OFF","Center Point",3000000000000000,30,2000000000000000,4000000000000000,"OFF","Dark Rsh (Cell only)",0.4,"False","RTD (Internal)",2,10,-0.05,1,0.01,"A",0,"16-131484","True",0,0,"Hunt",,"03/22/21 15:20:58","MultiFlash v1.49","Default.mfi",,,,"False",,0.201346
35,"sandra_BTF",,"V9-170-B1","03/22/21 16:47:38",8.645505,0.663277,6.571043,0.450662,2.961322,51.64166,12.186509,50.700234,0.02686,0.035578,0.663277,0.027041,0.450662,0.012187,12.186509,12320.156902,6.526992,6.571043,0.450662,51.64166,2.961322,12.186509,0.02686,0.027041,0.450662,0.012187,12.186509,6.526992,6.695986,24.812372,15.068862,0.033446,0.58407,0.019535,82.78205199999999,19.535085,0.917377,1.249891,1.62685e-13,1.084495e-08,,,,189.136708,4723313000000000,1.223862,,1.045309,0.791948,-0.006216,15.173657,0.450662,,,,,,,56.627486,-0.07999299999999999,0.846101,24.137182,,,28.144304,0.14308,"False","False",3,3,"p-type",0.018,243,243,1,1,25,1,"Generalized",540,8.420871,0.284941,2.2,0,1000,53.654429,1.66e-30,"Sinton","OFF","Center Point",3000000000000000,30,2000000000000000,4000000000000000,"OFF","Dark Rsh (Cell only)",0.4,"False","RTD (Internal)",2,10,-0.05,1,0.01,"A",0,"16-131484","True",0,0,"Hunt",,"03/22/21 16:47:38","MultiFlash v1.49","Default.mfi",,,,"False",,0.201346
36,"sandra_BTF",,"V9-169-B1","03/22/21 16:51:10",7.756907,0.661362,5.220089,0.359123,1.874653,36.542057,7.71462,104.185865,0.052739,0.031921,0.661362,0.021482,0.359123,0.007715,7.71462,25317.165101,12.815503,5.220089,0.359123,36.542057,1.874653,7.71462,0.052739,0.021482,0.359123,0.007715,7.71462,12.815503,11.667387,24.857321,14.382823,0.030317,0.5833390000000001,0.017685,83.770555,17.685321,0.903123,1.092727,1.805384e-13,3.453414e-09,,,,198.595346,4723313000000000,1.247572,,1.08765,0.8098379999999999,-0.009242999999999999,19.835685,0.359123,,,,,,,71.211675,0.646922,0.884449,32.983993,,,43.393061,0.078502,"False","False",3,3,"p-type",0.018,243,243,1,1,25,1,"Generalized",540,14.861968,0.284941,2.2,0,1000,70.357556,1.66e-30,"Sinton","OFF","Center Point",3000000000000000,30,2000000000000000,4000000000000000,"OFF","Dark Rsh (Cell only)",0.4,"False","RTD (Internal)",2,10,-0.05,1,0.01,"A",0,"16-131484","True",0,0,"Hunt",,"03/22/21 16:51:10","MultiFlash v1.49","Default.mfi",,,,"False",,0.201346
37,"sandra_BTF",,"V9-168-B1","03/22/21 16:53:22",7.143636,0.661208,4.993782,0.384686,1.921039,40.670438,7.90551,139.450643,0.049603,0.029398,0.661208,0.020551,0.384686,0.007906,7.90551,33886.5062,12.053532,4.993782,0.384686,40.670438,1.921039,7.90551,0.049603,0.020551,0.384686,0.007906,7.90551,12.053532,11.564784,24.906766,14.917854,0.02792,0.5836750000000001,0.016296,83.83615399999999,16.296051,0.901757,1.083453,1.659041e-13,2.969529e-09,,,,217.88676,4723313000000000,1.258981,,1.08845,0.811094,-0.013071,19.260461,0.384686,,,,,,,66.855436,0.264501,0.830947,30.436892,,,39.167916,0.063481,"False","False",3,3,"p-type",0.018,243,243,1,1,25,1,"Generalized",540,15.318761,0.284941,2.2,0,1000,101.977492,1.66e-30,"Sinton","OFF","Center Point",3000000000000000,30,2000000000000000,4000000000000000,"OFF","Dark Rsh (Cell only)",0.4,"False","RTD (Internal)",2,10,-0.05,1,0.01,"A",0,"16-131484","True",0,0,"Hunt",,"03/22/21 16:53:22","MultiFlash v1.49","Default.mfi",,,,"False",,0.201346
38,"sandra_BTF",,"V9-192-B3","03/22/21 16:55:44",7.056227,0.6611050000000001,4.591424,0.355608,1.632749,35.000674,6.719132,38.219507,0.060624,0.029038,0.6611050000000001,0.018895,0.355608,0.006719,6.719132,9287.340135,14.731618,4.591424,0.355608,35.000674,1.632749,6.719132,0.060624,0.018895,0.355608,0.006719,6.719132,14.731618,12.891103,24.933736,14.615836,0.027283,0.5800689999999999,0.015826,82.43920300000001,15.825978,0.956907,1.273584,1.463227e-13,1.013215e-08,,,,201.463393,4723313000000000,1.249965,,1.037544,0.78494,-0.013415,14.862176,0.355608,,,,,,,70.194857,0.788084,0.903587,35.176332,,,43.905128,0.235073,"False","False",3,3,"p-type",0.018,243,243,1,1,25,1,"Generalized",540,17.144476,0.284941,2.2,0,1000,63.282888,1.66e-30,"Sinton","OFF","Center Point",3000000000000000,30,2000000000000000,4000000000000000,"OFF","Dark Rsh (Cell only)",0.4,"False","RTD (Internal)",2,10,-0.05,1,0.01,"A",0,"16-131484","True",0,0,"Hunt",,"03/22/21 16:55:44","MultiFlash v1.49","Default.mfi",,,,"False",,0.201346
39,"sandra_BTF",,"V9-190-B3","03/22/21 16:58:04",5.932126,0.663021,1.319209,0.517989,0.683335,17.373853,2.812078,38.65309,0.105153,0.024412,0.663021,0.005429,0.517989,0.002812,2.812078,9392.700908999999,25.552155,1.319209,0.517989,17.373853,0.683335,2.812078,0.105153,0.005429,0.517989,0.002812,2.812078,25.552155,22.813691,24.960707,14.999858,0.022877,0.582662,0.013329,82.352559,13.329332,0.960005,1.304262,1.10106e-13,9.057607e-09,,,,227.074062,4723313000000000,1.21297,,1.08448,0.815392,-0.018641,18.088218,0.517989,,,,,,,135.336821,5.413925,0.773825,78.520566,,,21.123866,0.286403,"False","False",3,3,"p-type",0.018,243,243,1,1,25,1,"Generalized",540,25.283148,0.284941,2.2,0,1000,,1.66e-30,"Sinton","OFF","Center Point",3000000000000000,30,2000000000000000,4000000000000000,"OFF","Dark Rsh (Cell only)",0.4,"False","RTD (Internal)",2,10,-0.05,1,0.01,"A",0,"16-131484","True",0,0,"Hunt",,"03/22/21 16:58:04","MultiFlash v1.49","Default.mfi",,,,"False",,0.201346
40,"sandra_BTF",,"V9-189-B3","03/22/21 17:00:13",7.35901,0.662523,5.261169,0.367975,1.935978,39.708207,7.966986,47.621844,0.050185,0.030284,0.662523,0.021651,0.367975,0.007967,7.966986,11572.108177,12.194887,5.261169,0.367975,39.708207,1.935978,7.966986,0.050185,0.021651,0.367975,0.007967,7.966986,12.194887,10.589023,24.960707,14.694841,0.028751,0.584527,0.016806,83.76096099999999,16.805655,0.908304,1.091657,1.629722e-13,3.228513e-09,,,,220.471073,4723313000000000,1.232019,,1.098699,0.8135289999999999,-0.012101,20.373372,0.367975,,,,,,,66.048884,0.942329,0.902057,28.810397,,,41.775309,0.180341,"False","False",3,3,"p-type",0.018,243,243,1,1,25,1,"Generalized",540,15.198933,0.284941,2.2,0,1000,44.879698,1.66e-30,"Sinton","OFF","Center Point",3000000000000000,30,2000000000000000,4000000000000000,"OFF","Dark Rsh (Cell only)",0.4,"False","RTD (Internal)",2,10,-0.05,1,0.01,"A",0,"16-131484","True",0,0,"Hunt",,"03/22/21 17:00:13","MultiFlash v1.49","Default.mfi",,,,"False",,0.201346
41,"sandra_BTF",,"V9-188-B3","03/22/21 17:02:22",7.588854,0.6641550000000001,4.998369,0.353336,1.766102,35.040485,7.267908,109.782162,0.056831,0.03123,0.6641550000000001,0.020569,0.353336,0.007268,7.267908,26677.065434,13.809989,4.998369,0.353336,35.040485,1.766102,7.267908,0.056831,0.020569,0.353336,0.007268,7.267908,13.809989,11.991226,24.978687,14.992857,0.029411,0.585229,0.017212,82.98437,17.21217,0.931119,1.211826,1.412652e-13,8.308505e-09,,,,215.483409,4723313000000000,1.214323,,1.082929,0.810445,-0.01049,19.201502,0.353336,,,,,,,78.00621700000001,1.104716,0.947491,34.398776,,,44.567322,0.07650700000000001,"False","False",3,3,"p-type",0.018,243,243,1,1,25,1,"Generalized",540,15.821105,0.284941,2.2,0,1000,25.454486,1.66e-30,"Sinton","OFF","Center Point",3000000000000000,30,2000000000000000,4000000000000000,"OFF","Dark Rsh (Cell only)",0.4,"False","RTD (Internal)",2,10,-0.05,1,0.01,"A",0,"16-131484","True",0,0,"Hunt",,"03/22/21 17:02:22","MultiFlash v1.49","Default.mfi",,,,"False",,0.201346
42,"sandra_BTF",,"V9-187-B3","03/22/21 17:03:59",7.557484,0.664566,4.776698,0.348325,1.663844,33.128152,6.847093,147.440645,0.061028,0.031101,0.664566,0.019657,0.348325,0.006847,6.847093,35828.076746,14.829684,4.776698,0.348325,33.128152,1.663844,6.847093,0.061028,0.019657,0.348325,0.006847,6.847093,14.829684,12.486427,25.019144,14.867851,0.029527,0.5854549999999999,0.017287,83.639146,17.286959,0.9337800000000001,1.096926,1.565536e-13,3.678976e-09,,,,218.111057,4723313000000000,1.208038,,1.062679,0.812214,-0.010641,18.002309,0.348325,,,,,,,83.94518100000001,1.442882,1.001716,37.057947,,,45.56095,0.057421,"False","False",3,3,"p-type",0.018,243,243,1,1,25,1,"Generalized",540,15.947588,0.284941,2.2,0,1000,-11.729265,1.66e-30,"Sinton","OFF","Center Point",3000000000000000,30,2000000000000000,4000000000000000,"OFF","Dark Rsh (Cell only)",0.4,"False","RTD (Internal)",2,10,-0.05,1,0.01,"A",0,"16-131484","True",0,0,"Hunt",,"03/22/21 17:03:59","MultiFlash v1.49","Default.mfi",,,,"False",,0.201346
43,"sandra_BTF",,"V9-T18-B2","03/22/21 17:06:35",9.012172,0.668258,6.952604,0.47888,3.329465,55.284176,13.7015,125.755309,0.021848,0.037087,0.668258,0.028612,0.47888,0.013702,13.7015,30558.539974,5.309001,6.952604,0.47888,55.284176,3.329465,13.7015,0.021848,0.028612,0.47888,0.013702,13.7015,5.309001,6.216509,24.983182,14.958856,0.035088,0.588358,0.020644,83.298362,20.64447,0.937221,1.159743,1.546457e-13,6.381758e-09,249.221634,-506.24813,-1975.315939,216.074511,4723313000000000,1.16251,0.999629,1.099649,0.816954,-0.004126,18.37388,0.47888,,,,,,,63.550264,-0.5958870000000001,0.843309,23.003758,,,24.080344,0.055657,"False","False",3,3,"p-type",0.018,243,243,1,1,25,1,"Generalized",540,7.150372,0.284941,2.2,0,1000,49.608698,1.66e-30,"Sinton","OFF","Center Point",3000000000000000,30,2000000000000000,4000000000000000,"OFF","Dark Rsh (Cell only)",0.4,"False","RTD (Internal)",2,10,-0.05,1,0.01,"A",0,"16-131484","True",0,0,"Hunt",,"03/22/21 17:06:35","MultiFlash v1.49","Default.mfi",,,,"False",,0.201346
